Fold,AUC,Average_Precision,Precision,Recall,F1_Score,Accuracy,Loss,Training_Accuracy,Validation_Accuracy,Training_Loss,Validation_Loss,Matthews_Corrcoef,PR_AUC,Contamination_Level,Model_Name
2,0.9331411541889483,0.29788307765709676,0.3829787234042553,0.28125,0.32432432432432434,0.9675043327556326,0.6756756756756757,1.0,0.9675043327556326,0.0,0.6756756756756757,0.3119363670660265,0.2966907937315631,0.02,RandomForest
2,0.5,0.02772963604852686,0.02772963604852686,1.0,0.05396290050590219,0.02772963604852686,0.9460370994940979,0.02772363006281135,0.02772963604852686,0.9460484720758693,0.9460370994940979,0.0,0.5138648180242634,0.02,DBSCAN
2,0.522991867201426,0.05455480935875216,0.6,0.046875,0.08695652173913043,0.9727036395147314,0.9130434782608696,0.9904700021659086,0.9727036395147314,0.2075471698113207,0.9130434782608696,0.16239538387257413,0.33665240467937607,0.02,Ensemble
3,0.6662279968805704,0.04591825757684656,0.0,0.0,0.0,0.9722703639514731,1.0,0.9722763699371887,0.9722703639514731,1.0,1.0,0.0,0.04465124072588232,0.02,IsolationForest
3,0.6804952094474154,0.0515139451882581,0.0,0.0,0.0,0.9722703639514731,1.0,0.9722763699371887,0.9722703639514731,1.0,1.0,0.0,0.04934323353319051,0.02,LOF
3,0.6822081105169341,0.06933783616780625,0.04,0.015625,0.02247191011235955,0.9623050259965338,0.9775280898876404,0.9705436430582629,0.9623050259965338,0.9577464788732395,0.9775280898876404,0.00782003837610691,0.06556254817131602,0.02,OneClassSVM
3,0.9386140819964349,0.35475386515011176,0.48,0.375,0.42105263157894735,0.9714038128249567,0.5789473684210527,1.0,0.9714038128249567,0.0,0.5789473684210527,0.4098788934900006,0.3504843246877725,0.02,RandomForest
3,0.5,0.02772963604852686,0.02772963604852686,1.0,0.05396290050590219,0.02772963604852686,0.9460370994940979,0.02772363006281135,0.02772963604852686,0.9460484720758693,0.9460370994940979,0.0,0.5138648180242634,0.02,DBSCAN
3,0.5839321524064172,0.11749485485268632,0.55,0.171875,0.2619047619047619,0.9731369150779896,0.7380952380952381,1.0,0.9731369150779896,0.0,0.7380952380952381,0.297383426815137,0.37241930242634314,0.02,Ensemble
1,0.6814309576837416,0.04527604031566907,0.0,0.0,0.0,0.9722823733217844,1.0,0.9722703639514731,0.9722823733217844,1.0,1.0,0.0,0.044172212899780836,0.005,IsolationForest
1,0.6236984966592427,0.05000687526056108,0.0,0.0,0.0,0.9722823733217844,1.0,0.9722703639514731,0.9722823733217844,1.0,1.0,0.0,0.04572808176908164,0.005,LOF
1,0.6479537861915368,0.05963691374980459,0.0,0.0,0.0,0.9718492854049372,1.0,0.9722703639514731,0.9718492854049372,1.0,1.0,-0.0035145029491094855,0.05419046410960511,0.005,OneClassSVM
1,0.9240673719376392,0.3674810610864744,0.3611111111111111,0.40625,0.38235294117647056,0.963620614984842,0.6176470588235294,1.0,0.963620614984842,0.0,0.6176470588235294,0.3643477882441324,0.36756272330945566,0.005,RandomForest
1,0.5,0.027717626678215677,0.027717626678215677,1.0,0.0539401601348504,0.027717626678215677,0.9460598398651496,0.02772963604852686,0.027717626678215677,0.9460370994940979,0.9460598398651496,0.0,0.5138588133391079,0.005,DBSCAN
1,0.6928800111358575,0.16315872972907947,0.3611111111111111,0.40625,0.38235294117647056,0.963620614984842,0.6176470588235294,1.0,0.963620614984842,0.0,0.6176470588235294,0.3643477882441324,0.39190922597565087,0.005,Ensemble
2,0.7060007241532976,0.04777593327230996,0.0,0.0,0.0,0.9722703639514731,1.0,0.9722763699371887,0.9722703639514731,1.0,1.0,0.0,0.046162100387176025,0.005,IsolationForest
2,0.6823891488413547,0.05378194917912786,0.0,0.0,0.0,0.9722703639514731,1.0,0.9722763699371887,0.9722703639514731,1.0,1.0,0.0,0.05159609195773943,0.005,LOF
2,0.7218276515151515,0.07417685462590076,0.0,0.0,0.0,0.9722703639514731,1.0,0.9722763699371887,0.9722703639514731,1.0,1.0,0.0,0.06806041366595932,0.005,OneClassSVM
2,0.9331411541889483,0.29788307765709676,0.3829787234042553,0.28125,0.32432432432432434,0.9675043327556326,0.6756756756756757,1.0,0.9675043327556326,0.0,0.6756756756756757,0.3119363670660265,0.2966907937315631,0.005,RandomForest
2,0.5,0.02772963604852686,0.02772963604852686,1.0,0.05396290050590219,0.02772963604852686,0.9460370994940979,0.02772363006281135,0.02772963604852686,0.9460484720758693,0.9460370994940979,0.0,0.5138648180242634,0.005,DBSCAN
2,0.6341633244206774,0.12764344186732549,0.3829787234042553,0.28125,0.32432432432432434,0.9675043327556326,0.6756756756756757,1.0,0.9675043327556326,0.0,0.6756756756756757,0.3119363670660265,0.34207969965706697,0.005,Ensemble
3,0.6662279968805704,0.04591825757684656,0.0,0.0,0.0,0.9722703639514731,1.0,0.9722763699371887,0.9722703639514731,1.0,1.0,0.0,0.04465124072588232,0.005,IsolationForest
3,0.6804952094474154,0.0515139451882581,0.0,0.0,0.0,0.9722703639514731,1.0,0.9722763699371887,0.9722703639514731,1.0,1.0,0.0,0.04934323353319051,0.005,LOF
3,0.6806832107843137,0.06884149852008717,0.0,0.0,0.0,0.9718370883882149,1.0,0.9722763699371887,0.9718370883882149,1.0,1.0,-0.0035160477420870767,0.0644604735029545,0.005,OneClassSVM
3,0.9386140819964349,0.35475386515011176,0.48,0.375,0.42105263157894735,0.9714038128249567,0.5789473684210527,1.0,0.9714038128249567,0.0,0.5789473684210527,0.4098788934900006,0.3504843246877725,0.005,RandomForest
3,0.5,0.02772963604852686,0.02772963604852686,1.0,0.05396290050590219,0.02772963604852686,0.9460370994940979,0.02772363006281135,0.02772963604852686,0.9460484720758693,0.9460370994940979,0.0,0.5138648180242634,0.005,DBSCAN
3,0.6817067736185384,0.19733102253032928,0.48,0.375,0.42105263157894735,0.9714038128249567,0.5789473684210527,1.0,0.9714038128249567,0.0,0.5789473684210527,0.4098788934900006,0.4361655112651646,0.005,Ensemble
